item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
SOS GPS Wristband Bracelet and Tracker with Emergency Alert Button and 2 Way Calling (SOS Wristband Black Button)	*AFFORDABLE SAFETY MONITOR: Featuring an Easy-to-See Red Button the SOS Wristband is the perfect solution to keep your loved ones safe. Our Plans start at only $14.99 a month! SecuLife's SIMPLE TO USE safety alert wristband provides an INNOVATIVE way to monitor your loved ones location anytime, from anywhere. Our SOS wristband was designed to be used for people with AUTISM, SPECIAL NEEDS, PARKINSONS, ALZEIHMERS & DEMENTIA. *RELIABLE GPS TRACKING: The tracker provides continuous all-day monitoring with a secured IoT 5G 4G LTE cellular network. Expanded GPS TRACKING capabilities work in the USA, Canada, and Mexico for the most accurate location possible. Know immediately if your loved one is lost and find them ASAP! Special details include unlimited LIVE REAL-TIME TRACKING, Customizable GEOFENCE SAFETY AREAS, Detailed Location History, & More.*EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! The Seculife app will work on IOS, Android, or Windows. Our intuitive software is FULLY CUSTOMIZABLE, add contacts & SET PERMISSIONS, turn on & off features, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Easily sync to the Seculife app to monitor and track your loved ones from a phone, desktop, laptop or tablet.*EMERGENCY ALERT & 2 WAY CALLING: When there is an emergency, push and hold the Red SOS BUTTON, and it will immediately alert your contacts. The emergency contacts will be sent your location details, and they can review it with the real-time tracking system. The wristband also features TWO WAY CALLING CAPABILITIES, and is easy to use. Talk to your loved one or LISTEN-IN REMOTELY. Includes VOICE ASSISTIVE SPEAKERPHONE and AUTO-ANSWER to help people who are physically impaired answer your call.*SMALL & LIGHTWEIGHT: The COMPACT SIZE and COMFORTABLE FIT will allow you to stay safe and connected without anything heavy weighing you down or sacrificing your dignity to bulky trackers.	0726ZI22DZ5	A-SL-SOS-BLK	99.99	0	2022-07-26 13:14:25 PDT		y	3			11				B0B7KLJHK3						850021014858			0	DEFAULT	Migrated Template	Inactive
SOS GPS Wristband Bracelet and Tracker with Emergency Alert Button and 2 Way Calling (SOS Wristband Red Button)	*AFFORDABLE SAFETY MONITOR: Featuring an Easy-to-See Red Button the SOS Wristband is the perfect solution to keep your loved ones safe. Our Plans start at only $14.99 a month! SecuLife's SIMPLE TO USE safety alert wristband provides an INNOVATIVE way to monitor your loved ones location anytime, from anywhere. Our SOS wristband was designed to be used for people with AUTISM, SPECIAL NEEDS, PARKINSONS, ALZEIHMERS & DEMENTIA. *RELIABLE GPS TRACKING: The tracker provides continuous all-day monitoring with a secured IoT 5G 4G LTE cellular network. Expanded GPS TRACKING capabilities work in the USA, Canada, and Mexico for the most accurate location possible. Know immediately if your loved one is lost and find them ASAP! Special details include unlimited LIVE REAL-TIME TRACKING, Customizable GEOFENCE SAFETY AREAS, Detailed Location History, & More.*EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! The Seculife app will work on IOS, Android, or Windows. Our intuitive software is FULLY CUSTOMIZABLE, add contacts & SET PERMISSIONS, turn on & off features, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Easily sync to the Seculife app to monitor and track your loved ones from a phone, desktop, laptop or tablet.*EMERGENCY ALERT & 2 WAY CALLING: When there is an emergency, push and hold the Red SOS BUTTON, and it will immediately alert your contacts. The emergency contacts will be sent your location details, and they can review it with the real-time tracking system. The wristband also features TWO WAY CALLING CAPABILITIES, and is easy to use. Talk to your loved one or LISTEN-IN REMOTELY. Includes VOICE ASSISTIVE SPEAKERPHONE and AUTO-ANSWER to help people who are physically impaired answer your call.*SMALL & LIGHTWEIGHT: The COMPACT SIZE and COMFORTABLE FIT will allow you to stay safe and connected without anything heavy weighing you down or sacrificing your dignity to bulky trackers.	0726ZI4D7VQ	A-SL-SOS-RED	99.99	0	2022-07-26 13:14:25 PDT		y	3			11				B0B7KNX3SR						850021014865			0	DEFAULT	Migrated Template	Inactive
SOS Smartwatch for Seniors - Gps Bracelet for Elderly Health Monitoring Medical Alert Systems for Seniors with Speaker, Medical Alert System,GPS Tracker 5G 4G LTE Cellular Service, Life Alert Necklace	<b>Empowering Safety Solutions for Adults, Seniors, and Individuals with Special Needs.</b> <br><br>In critical moments, relying solely on a cellphone or landline might not suffice for ensuring safety and security. Accessing a phone during an emergency can be extremely challenging. However, with the SecuLife SOS Smartwatch's advanced features including two-way calling and automatic SOS dialing, help can be summoned swiftly! Equipped with a pre-installed 4G LTE sim card, this smartwatch offers top-notch call clarity, precise location tracking, and rapid response times. It allows you to instantly communicate with your loved ones, even if they are unable to answer the call. The integrated speaker and microphone facilitate seamless two-way communication in case of emergencies. <br><br>Download our EASY-TO-USE App for Access to All Essential Features: Real-Time Tracking, Historical GPS Locations, Unlimited Geofencing Areas. Customizable Notifications Mobile Push Notifications Delivered to Your Mobile App, Email, and SMS/Text. <br><br>Battery Life: Up to 12 hours battery life when set to 1 minute tracking intervals. <br><br>Support Available 7-Days a Week: Operators are available via phone, chat, and email. <br><br>Free Upgrades: New and Free Equipment Provided When you Need to Upgrade. <br><br>Your Satisfaction Is Important: We want you to be delighted with your purchase so we allow a 7 day return window. An activated plan is required to use the device, and plans can be reimbursed within the 7 day period after activation. Returns will not apply for plans that have been activated for more than 7 days.	1023A5IZDML	A-SL-SOS-SWSr	54.99	0	2023-10-23 12:27:25 PDT		y	3			11				B0CLMDVZR3						850047633514			0	DEFAULT	Migrated Template	Inactive
Seculife SOS Wristband - Personal Safety GPS Tracker for Dementia, Alzeihmers, Seniors, Elderly, Adults, Special Needs - SOS Button - 2 Way Calling - in App Tracking - IP67 Water Resistant	A new, next-level, and easy way to stay protected and connected – anytime, anywhere! Give yourself and the ones you love a peace of mind regarding your day-to-day whereabouts and personal safety with reliable, smart technology, such as proactive alerts and live GPS location using a nationwide, fast 4G LTE network. Know you’re in good hands and help is at your fingertips! Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. RELIABLE GPS TRACKING: SecuLife's safety alert wristband tracking device provides an innovative way to monitor loved ones anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software features real time alerts based on the entry and exit zones you specify in the SecuLife app. Easily sync to your mobile app to monitor and track your loved ones location anytime, from anywhere. EMERGENCY ALERT BUTTON: When there is an emergency, push and hold the SOS button, and it will immediately alert your contacts. The emergency contacts will be sent your location details, and they can monitor your location	0531Z8X9SM0	A-SL-SOSBLK	99.99	0	2022-05-31 10:47:33 PDT		y	3			11				B0B2TCZKR9						850021014698			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS Tracking Solution-Adult SOS GPS Wristband | Real-Time GPS Tracking for People, Elderly, Seniors (Black Button SOS Wristband)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0607ZL6KNXB	A-SL-SOSBLK-Var	99.99	0	2022-06-07 11:00:12 PDT		y	3			11				B0B3FQD62X						850021014735			0	DEFAULT	Migrated Template	Inactive
Seculife SOS Wristband - Personal Safety GPS Tracker for Dementia, Alzeihmers, Seniors, Elderly, Adults, Special Needs - SOS Button - 2 Way Calling - in App Tracking - IP67 Water Resistant	A new, next-level, and easy way to stay protected and connected – anytime, anywhere! Give yourself and the ones you love a peace of mind regarding your day-to-day whereabouts and personal safety with reliable, smart technology, such as proactive alerts and live GPS location using a nationwide, fast 4G LTE network. Know you’re in good hands and help is at your fingertips! Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. RELIABLE GPS TRACKING: SecuLife's safety alert wristband tracking device provides an innovative way to monitor loved ones anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software features real time alerts based on the entry and exit zones you specify in the SecuLife app. Easily sync to your mobile app to monitor and track your loved ones location anytime, from anywhere. EMERGENCY ALERT BUTTON: When there is an emergency, push and hold the SOS button, and it will immediately alert your contacts. The emergency contacts will be sent your location details, and they can monitor your location	0531Z8X7DGS	A-SL-SOSRED	99.99	0	2022-05-31 10:47:33 PDT		y	3			11				B0B2TB5D1W						850021014704			0	DEFAULT	Migrated Template	Inactive
Seculife SOS Wristband Medical Alert System for Seniors – Emergency Fall Alert Device for Elderly, Real-Time GPS, SOS Button & Assistive Speakerphone – Ideal for Alzheimer’s, Dementia & Elderly Safety	SecuLife SOS Wristband is a powerful medical alert system GPS solution designed to help seniors maintain independence while ensuring protection. Ideal for Alzheimer’s, dementia this GPS bracelet for elderly gives caregivers peace of mind by offering real-time monitoring. Its emergency SOS button instantly alerts emergency contacts when help is needed. With real-time GPS tracking, this GPS wristband tracker for adults ensures you can always locate your loved one, especially those prone to wandering. It's a reliable tracking bracelet for adults that helps families stay connected and informed. The device also includes fall detection devices that automatically alert caregivers during a fall, making it essential for seniors with limited mobility. The fall detector for seniors feature provides added assurance and quick response. This lightweight and water-resistant personal tracker for elderly is perfect for everyday use. Designed for comfort, it functions as a discreet yet effective senior alert device with fall detection, ensuring round-the-clock safety. Its sleek design makes it a preferred choice among medical alert devices for seniors. The device pairs with the SecuLife app, compatible with iOS, Android, and Windows. Caregivers can view location history, set geofences, and receive alerts if a wearer exits a safe zone. The app enhances functionality for managing loved ones with memory-related conditions. Two-way calling enables seniors to communicate directly with caregivers, acting as both a GPS watch for elderly and an emergency tool. Whether you're looking for fall alert devices, a medical fall alert, or a dependable alert wristband for seniors, the SecuLife SOS wristband offers complete safety and convenience in one smart solution.	1102ZALJAJD	A-SL-SOSRED-T	45	0	2022-11-02 12:01:50 PDT		y	3			11				B0BL9PY6CJ						850021014988			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Solution Adult SOS GPS Wristband | Real-Time GPS Tracking for People, Senior Citizens, Elderly (Red Button SOS Wristband)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0607ZL3YSS4	A-SL-SOSRED-Var	99.99	0	2022-06-07 11:00:12 PDT		y	3			11				B0B3G6Z941						850021014742			0	DEFAULT	Migrated Template	Inactive
Seculife SOS Wristband - Personal Safety GPS Tracker for Dementia, Alzeihmers, Seniors, Elderly, Adults, Special Needs - SOS Button - 2 Way Calling - in App Tracking - IP67 Water Resistant	A new, next-level, and easy way to stay protected and connected – anytime, anywhere! Give yourself and the ones you love a peace of mind regarding your day-to-day whereabouts and personal safety with reliable, smart technology, such as proactive alerts and live GPS location using a nationwide, fast 4G LTE network. Know you’re in good hands and help is at your fingertips! Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. SecuLife's safety alert wristband, personal safety, and asset tracking devices provide an innovative way to monitor loved ones, personal effects, or business assets anytime, from anywhere, giving you the peace of mind and confidence you deserve. RELIABLE GPS TRACKING: SecuLife's safety alert wristband tracking device provides an innovative way to monitor loved ones anytime, from anywhere, giving you the peace of mind and confidence you deserve. Track your loved one’s location in real-time and access remote location history information on the go with our secure mobile app. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software features real time alerts based on the entry and exit zones you specify in the SecuLife app. Easily sync to your mobile app to monitor and track your loved ones location anytime, from anywhere. EMERGENCY ALERT BUTTON: When there is an emergency, push and hold the SOS button, and it will immediately alert your contacts. The emergency contacts will be sent your location details, and they can monitor your location.	0420Z7IKK4M	A-SL-SOSWB-BRND	99.99	0	2022-04-20 09:14:54 PDT		y	3			11				B09YDNVFDP						850021014599			0	DEFAULT	Migrated Template	Inactive
Seculife Seculife SOS Wristband – Elderly Life Saving Fall Alert System, Emergency Call Button, Assistive Speakerphone, GPS Tracking, Seniors Dementia, Alzheimer’s, 24/7 Medical Monitoring	Introducing the SecuLife SOS Wristband for Seniors - a powerful lifeline in a stylish design. With its red SOS button, this wristband empowers seniors to summon help with a single touch, instantly connecting them to their loved ones. Say goodbye to worries and hello to peace of mind as two-way calling keeps seniors connected and supported. With the in-app tracking feature, ensuring you always have eyes on your loved one's whereabouts. Experience the ultimate level of senior safety with the SecuLife SOS Wristband - where meets protection, and independence meets reassurance. <br><br><b>Safety Monitor:</b> </b> Innovative wristband for safety monitoring of loved ones with autism, Parkinson's, Alzheimer's, and dementia. <br><b>Reliable Gps Tracking:</b> Real-time GPS tracking with geofence safety areas and detailed location history. <br><b>Easy-To-Use Features:</b> Quick activation, customizable app, and easy-to-use interface for alerts and notifications. <br><b>Emergency Alert & 2-Way Calling:</b> Instant SOS alerts, two-way calling, voice assistive speakerphone, and auto-answer feature. <br><b>Small & Lightweight:</b> Compact, lightweight, and splash-resistant design for comfortable and convenient use. <br><b>What's Included:</b> Includes wristband, charging cable, and app access. A Subscription is required to activate Seculife services. Seculife offers its services on an annual plans with the following payment options. Monthly billing $25 with initial prepayment for 6 months. Monthly billing $17 with initial prepayment for 12 months.	0617Z5XEV2I	A-SL-SOSWB-Gen	45	0	2022-06-17 09:22:44 PDT		y	3			11				B09XBTMJMT						850021014520			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS Tracker for Vehicles, Kids, Adults, Pets & Bikes – Hidden Car Tracker with Geo-Fencing, Location History, Water-Resistant, Lightweight Build, Long Battery Life & 4G LTE Real-Time Tracking	Compact and discreet tracker device for vehicles is perfect safety solution for families, caregivers, and pet owners. Whether you need a tracker for kids or a mini GPS tracker for vehicles, this all-in-one device delivers real-time tracking, geofencing, and emergency alerts. It’s ideal as a tracking device for kids, featuring an SOS button and reliable coverage for peace of mind. Keep your loved ones safe with this lightweight car GPS tracker. Designed for flexibility, serves as a dependable kids tracker, efficient kid tracker, and accurate kids tracking device. It also functions as a secure GPS car tracker device hidden or GPS tracker for car, helping monitor vehicles with ease. Attach this durable kids GPS tracker to backpacks, collars, or belts. It works great as a car tracking device with precise alerts and extended battery life. Use it confidently as a location tracker or stealthy tracker device, perfect for discreet use. As a tracker for car, it supports both personal and professional needs. With the kid tracker device, parents can monitor movement safely, while the tracking device for cars helps prevent loss or theft. If you're looking for hidden GPS tracking devices, this unit fits in pockets, glove boxes, or bags without drawing attention. The compact form also makes it a great kids tracker device, reliable GPS kid tracker, and trusted small GPS tracker. Ideal option as a GPS tracker for elderly, offering reassurance for families. Ideal for use among trackers for vehicles or as part of your trackers for kids collection. Also works as a vehicle GPS tracker, powerful vehicle tracking device, or hidden GPS tracking devices for cars hidden. It doubles as a child GPS tracker, stylish GPS tracker necklace, and trusted GPS tracking device for cars or location tracker for kids also great for outdoor use & can be used as a hiking companion, gear locator, or travel tracker. Easily monitor in real time via the SecuLife mobile app or any web browser.	0426B82HZSJ	A-SL-TRS11	30	0	2024-04-26 10:04:55 PDT		y	3			11				B0D2RZVND3						850047633996			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Bundle- GL300 Series Tracker, and Adult SOS GPS Wristband | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (Bundle: GLSeries/SOSWristbandBlack)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRHUWL4	A-SLB-GL3SOSb-Var	134.99	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SD2MWR						850021014797			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Solution Bundle- GL300 Series Tracker, and Adult SOS GPS Wristband | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (Bundle: GLSeries/SOSWristbandRed)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRHTVB3	A-SLB-GL3SOSr-Var	134.99	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SD3NQP						850021014810			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Solution Bundle- GL300 Series Tracker, and OBD Vehicle Tracker | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (Bundle: GLSeries Tracker/OBD Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRI5E9I	A-SLB-JMGL3-Var	74	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SDTXF2						850021014773			0	DEFAULT	Migrated Template	Inactive
Tracking Bundle- GL300 Series Tracker, OBD Vehicle Tracker, and Adult SOS GPS Wristband | Real-Time GPS Tracking for Vehicles, People and Property (Bundle: GLSeries/OBD/SOSWristbandBlack)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRHKQZD	A-SLB-JMGL3SOSb-Var	173.99	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SC5QPW						850021014759			0	DEFAULT	Migrated Template	Inactive
